"cid","sid","c_name","typ","charge","c_using","amount","c_create_date"
"501300640","50130064","모구리야영장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"501300650","50130065","동홍동 주민센터","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"501300660","50130066","영천동 주민센터","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"501300670","50130067","자치경찰단 서귀포지역경찰대","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"501300680","50130068","보목하수처리장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"501300690","50130069","서귀포 자기주도학습지원센터","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"501300700","50130070","하모2리주차장","급속","DC차데모+AC3상+DC콤보","사용불가","50","Wed Sep 23 14:08:19 2020"
"510000010","51000001","정부세종청사","급속","DC차데모+AC3상","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740010","ME174001","노보텔","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740030","ME174003","암사1동 공영주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740040","ME174004","천호유수지 공영주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740050","ME174005","천호3동 제1공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740060","ME174006","가로공원로 지하공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740070","ME174007","곰달래문화복지센터 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740080","ME174008","볏골공원 지하공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740090","ME174009","화곡6-1 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740100","ME174010","홈플러스 강서점","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740110","ME174011","신림동 제1공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740120","ME174012","난곡동 제1공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740130","ME174013","서울대입구 교차로","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740131","ME174013","서울대입구 교차로","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740140","ME174014","보라매 제1공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740150","ME174015","원신 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740160","ME174016","어린이대공원 후문주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740170","ME174017","홈플러스 신도림점","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740180","ME174018","롯데마트 중계점","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740190","ME174019","홈플러스 중계점","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740200","ME174020","실증용 Mock-up 주택 홍보관","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740201","ME174020","실증용 Mock-up 주택 홍보관","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740210","ME174021","동대문구청","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740220","ME174022","중앙대학교병원 다정관 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740230","ME174023","양화진공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740240","ME174024","공덕1-1공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740250","ME174025","홍제견인차량보관소 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740251","ME174025","홍제견인차량보관소 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740260","ME174026","서울시인재개발원","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740270","ME174027","서울추모공원","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740280","ME174028","아시아공원 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740281","ME174028","아시아공원 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740282","ME174028","아시아공원 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740290","ME174029","롯데마트 송파점","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740300","ME174030","홈플러스 영등포점","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740310","ME174031","신길 제5동 주민센터","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740320","ME174032","신길4동1마을공원 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740330","ME174033","당산에스에이치빌 아파트 앞","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740340","ME174034","영등포 제3공영","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740350","ME174035","신창동 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740360","ME174036","한남동 공영주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740370","ME174037","현대자동차 수색대리점","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740380","ME174038","은평구민체육센터","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740390","ME174039","태화빌딩","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740400","ME174040","한국예술종합학교(종로)","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740410","ME174041","국립극장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740411","ME174041","국립극장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740420","ME174042","홈플러스 상봉점","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740430","ME174043","홈플러스 신내점","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740440","ME174044","용마폭포공원 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740450","ME174045","남원읍 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740460","ME174046","위미의례회관","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740470","ME174047","대정감협 인근 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740480","ME174048","퐁낭 작은 도서관 앞 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740490","ME174049","월드컵경기장 인근 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740500","ME174050","중문 관광단지","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740501","ME174050","중문 관광단지","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740502","ME174050","중문 관광단지","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740503","ME174050","중문 관광단지","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740504","ME174050","중문 관광단지","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740510","ME174051","중앙공영주차장(우리은행 서귀포점 인근 공영주차장)","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740520","ME174052","아랑조을거리 공영주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740530","ME174053","서귀포성당 뒤 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740540","ME174054","국토교통부 인재개발원 앞 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740550","ME174055","천지연폭포주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740551","ME174055","천지연폭포주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740560","ME174056","성산읍 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740570","ME174057","성산일출봉 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740571","ME174057","성산일출봉 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740580","ME174058","안덕우체국 뒤 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740590","ME174059","서귀포시 매일시장 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740600","ME174060","표선민속마을 해비치 해변 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740601","ME174060","표선민속마을 해비치 해변 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740602","ME174060","표선민속마을 해비치 해변 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740603","ME174060","표선민속마을 해비치 해변 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740604","ME174060","표선민속마을 해비치 해변 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740610","ME174061","표선 의례회관 앞 공영주차장","급속","DC차데모+AC3상+DC콤보","사용불가","50","Wed Sep 23 14:08:19 2020"
"ME1740620","ME174062","회수사거리 인근 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740630","ME174063","오일장 인근 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740640","ME174064","용암해수산업화지원센터","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740650","ME174065","제주상공회의소 뒤편 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740660","ME174066","이호동 주민센터","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740670","ME174067","한국폴리텍대학 제주캠퍼스","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740680","ME174068","한라수목원","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740690","ME174069","탐라중학교 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740700","ME174070","아라지구 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740710","ME174071","상가리사무소","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740720","ME174072","오일시장 일대 공영주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740730","ME174073","외도구획정리지구 공영주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740740","ME174074","삼성혈 인근 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740750","ME174075","이도주민센터","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740760","ME174076","영락교회 인근 공영주차장","급속","DC차데모+AC3상+DC콤보","사용불가","50","Wed Sep 23 14:08:19 2020"
"ME1740770","ME174077","제주시 상하수도본부","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740780","ME174078","하귀1지구 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740790","ME174079","한경도서관 앞 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740800","ME174080","한림공원 인근 공영주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740810","ME174081","한림읍체육관 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740811","ME174081","한림읍체육관 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740812","ME174081","한림읍체육관 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740820","ME174082","화북동주민센터","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740830","ME174083","강진국민체육센터","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740840","ME174084","구례실내수영장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740850","ME174085","압해읍사무소","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740860","ME174086","장성군민회관","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740870","ME174087","아포읍사무소 ","급속","DC차데모+AC3상+DC콤보","사용불가","50","Wed Sep 23 14:08:19 2020"
"ME1740880","ME174088","문경시청","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740890","ME174089","구시장 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740900","ME174090","상주 시민운동장 내 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740910","ME174091","성주군청","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740920","ME174092","영양군청 정문 앞 공영주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1740930","ME174093","영주1동 행정복지센터","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740940","ME174094","예천군보건소","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740950","ME174095","울진연호공원 입구","급속","DC차데모+AC3상+DC콤보","사용불가","50","Wed Sep 23 14:08:19 2020"
"ME1740960","ME174096","의성군청 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740970","ME174097","칠곡군청","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740980","ME174098","고성군청 후면주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1740990","ME174099","속초시청 길건너 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741000","ME174100","양구 5일장 앞 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741010","ME174101","정선종합운동장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741020","ME174102","태백시청 후문 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741030","ME174103","화천청소년수련관 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741040","ME174104","장전역 공영주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1741050","ME174105","동래역 공영주차장 ","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741060","ME174106","부산진구청 지하1층 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741070","ME174107","부산시민공원 지하 주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1741080","ME174108","삼락재첩거리","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1741090","ME174109","망미동 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741100","ME174110","수변공원","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741110","ME174111","부산지방경찰청 앞 민원인 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741120","ME174112","부산테크노파크 종합물류경영기술지원센터","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741130","ME174113","용두산 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741140","ME174114","중동역 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741150","ME174115","강당골 공영주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1741160","ME174116","논산시청 앞 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741170","ME174117","국립생태원 정문 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741180","ME174118","보은군청앞 스포츠사업단 대형주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741190","ME174119","강화풍물시장 공영주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1741200","ME174120","계산1택지 공영주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1741210","ME174121","중부지방고용노동청 별관 앞","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741220","ME174122","부원 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741230","ME174123","영종대교 휴게소 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741240","ME174124","검단2공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741250","ME174125","㈜현대자동차 블루핸즈 서인천 서비스 주차장 입구","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741260","ME174126","연세대학교 국제캠퍼스","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741270","ME174127","영흥수산물직판장 주차장","급속","DC차데모+AC3상+DC콤보","사용불가","50","Wed Sep 23 14:08:19 2020"
"ME1741280","ME174128","도원역 부근 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741290","ME174129","롯데마트 화정점","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1741300","ME174130","덕양구청 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741310","ME174131","갈현동 주민센터 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741320","ME174132","경안시장 공영주차장","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1741330","ME174133","구리시청","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741340","ME174134","남양주 시청","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1741350","ME174135","소사어울림마당 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741360","ME174136","오정어울마당","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741370","ME174137","부천종합운동장","급속","DC차데모+AC3상+DC콤보","사용불가","50","Wed Sep 23 14:08:19 2020"
"ME1741380","ME174138","롯데마트 판교점","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741390","ME174139","성남아트센터 옥외주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741400","ME174140","갯골생태공원","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741410","ME174141","대부도 공영 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741420","ME174142","롯데마트 안산점","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741430","ME174143","관악역 3환승 공영주차장 ","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741440","ME174144","만안구청","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741450","ME174145","송추 제2주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741460","ME174146","홈플러스 오산점","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741470","ME174147","용인시청","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741480","ME174148","포곡읍사무소","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741490","ME174149","백석천지하2 공영주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741500","ME174150","파주시청광장 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741510","ME174151","홈플러스 송탄점","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1741520","ME174152","한강유역환경청","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741530","ME174153","유앤아이센터","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741540","ME174154","유승기업(현대블루핸즈)","급속","DC차데모+AC3상+DC콤보","사용불가","50","Wed Sep 23 14:08:19 2020"
"ME1741550","ME174155","목원대학교","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741560","ME174156","대전정부청사 내 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741570","ME174157","KT가정빌딩","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741580","ME174158","롯데마트 대덕테크노밸리점","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1741590","ME174159","현대자동차(반석점)","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741600","ME174160","롯데마트 노은점","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1741610","ME174161","대전테크노파크 주차장","급속","DC차데모+AC3상+DC콤보","사용불가","50","Wed Sep 23 14:08:19 2020"
"ME1741620","ME174162","오월드 내 주차장","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1780010","ME178001","경주휴게소(부산방향)","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1780020","ME178002","죽전휴게소(서울방향)","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1780021","ME178002","죽전휴게소(서울방향)","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1780030","ME178003","기흥휴게소(부산방향)","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1780031","ME178003","기흥휴게소(부산방향)","급속","DC차데모+AC3상+DC콤보","사용중","50","Wed Sep 23 14:08:19 2020"
"ME1780040","ME178004","김천휴게소(부산방향)","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1780041","ME178004","김천휴게소(부산방향)","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1780050","ME178005","김천휴게소(서울방향)","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1780051","ME178005","김천휴게소(서울방향)","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1780060","ME178006","칠곡휴게소(부산방향)","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1780061","ME178006","칠곡휴게소(부산방향)","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1780062","ME178006","칠곡휴게소(부산방향)","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
"ME1780063","ME178006","칠곡휴게소(부산방향)","급속","DC차데모+AC3상+DC콤보","사용가능","50","Wed Sep 23 14:08:19 2020"
